Id,Student_Age,Sex,High_School_Type,Scholarship,Additional_Work,Sports_activity,Transportation,Weekly_Study_Hours,Reading,Notes,Listening_in_Class,Project_work,Attendance,Grade
12550,20,Female,Other,50%,No,No,Bike,8,Yes,Yes,No,Yes,Always,CC
12551,25,Male,State,75%,Yes,No,Bus,12,No,No,No,Yes,Always,DC
12552,18,Female,State,75%,No,No,Bike,9,Yes,Yes,No,No,Always,CC
12553,18,Male,Other,0%,No,Yes,Bus,7,Yes,Yes,Yes,No,Sometimes,CC
12554,21,Male,State,75%,No,Yes,Bike,6,Yes,No,Yes,Yes,Always,DC
12555,18,Male,State,50%,No,No,Bus,2,Yes,No,Yes,Yes,Sometimes,FF
12556,23,Female,State,50%,No,Yes,Private,9,No,Yes,Yes,Yes,Sometimes,DC
12557,25,Male,State,0%,Yes,No,Private,8,Yes,No,Yes,No,Always,DC
12558,24,Male,State,50%,Yes,Yes,Bus,6,Yes,Yes,Yes,No,Never,FF
12559,25,Female,State,25%,No,No,Bus,4,No,Yes,Yes,Yes,Always,DC
12560,23,Male,Private,25%,No,Yes,Private,4,Yes,No,Yes,No,Sometimes,FF
12561,23,Female,Private,0%,No,Yes,Bus,10,Yes,No,No,Yes,Always,CC
12562,21,Female,Private,0%,No,Yes,Bus,12,Yes,Yes,No,Yes,Always,CC
12563,21,Female,State,0%,No,No,Private,7,No,Yes,Yes,Yes,Always,CC
12564,18,Male,Private,25%,No,Yes,Bus,6,No,No,Yes,Yes,Always,FF
12565,19,Female,Private,0%,No,No,Private,5,Yes,Yes,Yes,No,Always,CC
12566,25,Male,State,50%,No,Yes,Bus,12,No,Yes,No,No,Always,CC
12567,25,Male,State,0%,Yes,Yes,Bus,8,No,Yes,Yes,No,Sometimes,DC
12568,19,Male,State,50%,No,No,Bus,9,No,Yes,No,Yes,Always,CC
12569,21,Female,State,0%,No,No,Private,9,Yes,Yes,No,Yes,Never,DC
12570,18,Male,State,100%,No,No,Bike,7,No,Yes,Yes,Yes,Sometimes,CC
12571,19,Female,Other,100%,No,Yes,Bus,3,Yes,Yes,No,Yes,Sometimes,FF
12572,18,Female,State,25%,Yes,Yes,Bus,4,No,Yes,Yes,No,Sometimes,DC
12573,18,Male,State,50%,No,No,Bus,13,Yes,Yes,No,No,Never,DC
12574,18,Male,Private,0%,No,Yes,Private,5,Yes,No,Yes,Yes,Never,DC
12575,22,Female,Other,100%,No,No,Bus,6,No,Yes,Yes,No,Always,DC
12576,23,Female,Private,50%,No,Yes,Bus,3,No,Yes,Yes,No,Never,FF
12577,18,Female,Private,0%,Yes,No,Bus,3,Yes,No,Yes,No,Sometimes,FF
12578,22,Male,State,25%,No,Yes,Bus,5,Yes,No,No,No,Always,FF
12579,21,Male,Private,0%,No,Yes,Bus,15,Yes,Yes,No,Yes,Sometimes,BB
12580,19,Male,Other,25%,No,No,Bus,11,Yes,Yes,No,Yes,Never,DC
12581,23,Male,State,50%,No,No,Private,6,Yes,Yes,Yes,No,Always,CC
12582,24,Male,State,50%,No,No,Bike,12,Yes,No,Yes,No,Always,CC
12583,19,Female,State,25%,Yes,No,Private,7,Yes,Yes,Yes,Yes,Always,DC
12584,23,Male,State,0%,No,No,Bus,13,Yes,Yes,Yes,Yes,Sometimes,BA
12585,24,Male,Private,25%,Yes,No,Bus,17,Yes,Yes,Yes,Yes,Always,BB
12586,19,Female,State,0%,No,No,Bus,12,No,No,Yes,Yes,Sometimes,CC
12587,23,Female,State,75%,Yes,No,Private,8,Yes,Yes,Yes,No,Sometimes,CC
12588,19,Male,State,0%,Yes,Yes,Bus,11,Yes,Yes,Yes,Yes,Sometimes,BB
12589,19,Female,State,50%,No,No,Bike,8,No,No,Yes,No,Always,DC
12590,24,Male,Private,25%,No,No,Bus,1,Yes,Yes,Yes,No,Sometimes,DC
12591,19,Male,Private,25%,No,No,Private,5,Yes,Yes,Yes,No,Always,DC
12592,19,Male,Private,50%,No,No,Private,4,Yes,Yes,No,Yes,Always,DC
12593,24,Female,Private,50%,No,Yes,Bus,5,Yes,Yes,Yes,No,Sometimes,DC
12594,21,Male,State,25%,No,Yes,Private,15,Yes,Yes,Yes,No,Sometimes,CC
12595,18,Male,State,50%,No,Yes,Bike,12,Yes,Yes,Yes,Yes,Always,BB
12596,25,Male,Private,50%,No,Yes,Bike,10,No,No,Yes,Yes,Sometimes,FF
12597,20,Female,State,25%,No,Yes,Private,11,Yes,No,No,No,Always,DC
12598,22,Male,State,50%,No,No,Bus,0,No,Yes,Yes,No,Always,FF
12599,20,Male,Private,50%,No,No,Private,11,Yes,Yes,No,No,Sometimes,CC
12600,20,Male,Private,0%,Yes,No,Private,12,Yes,No,Yes,No,Always,BB
12601,23,Male,Other,50%,No,Yes,Bus,0,Yes,No,Yes,No,Always,DC
12602,18,Female,State,0%,Yes,No,Bus,11,Yes,Yes,No,Yes,Always,CC
12603,23,Female,Other,0%,No,No,Bus,2,No,Yes,Yes,Yes,Sometimes,DC
12604,18,Male,Private,50%,Yes,Yes,Bus,0,Yes,No,Yes,Yes,Never,FF
12605,24,Male,State,75%,No,No,Private,13,Yes,Yes,No,Yes,Always,CC
12606,24,Male,Private,75%,Yes,No,Bus,4,Yes,Yes,Yes,Yes,Always,DC
12607,25,Male,Private,0%,No,Yes,Bus,5,Yes,No,Yes,Yes,Always,DC
12608,18,Male,State,25%,No,No,Bus,12,No,Yes,No,No,Always,CC
12609,19,Female,Private,50%,No,No,Bus,7,No,Yes,Yes,Yes,Always,CC
12610,21,Female,Private,0%,No,Yes,Bus,7,No,Yes,Yes,Yes,Always,DC
12611,25,Female,Private,75%,No,No,Bus,7,Yes,No,No,No,Sometimes,FF
12612,25,Female,Private,50%,No,Yes,Bus,9,Yes,No,Yes,No,Sometimes,DC
12613,19,Female,State,100%,No,Yes,Private,7,Yes,Yes,Yes,No,Always,CC
12614,21,Female,State,0%,No,No,Bus,8,Yes,Yes,No,Yes,Sometimes,BB
12615,23,Male,Private,25%,No,Yes,Bus,6,Yes,Yes,No,No,Always,CC
12616,21,Female,Private,75%,No,No,Bus,9,No,No,Yes,Yes,Always,FF
12617,23,Male,Private,50%,No,Yes,Bus,9,No,Yes,No,No,Sometimes,DC
12618,24,Male,State,75%,No,Yes,Bus,16,No,Yes,Yes,No,Sometimes,BB
12619,20,Female,Private,0%,Yes,No,Bus,6,Yes,Yes,Yes,Yes,Always,CC
12620,24,Male,State,50%,No,Yes,Bus,7,Yes,Yes,No,No,Sometimes,FF
12621,24,Male,Private,50%,No,Yes,Bus,9,No,No,No,No,Sometimes,FF
12622,20,Female,Private,0%,No,No,Bus,12,No,Yes,Yes,No,Always,CC
12623,21,Male,State,50%,No,No,Private,4,No,No,Yes,Yes,Sometimes,FF
12624,25,Male,State,50%,No,No,Bus,8,Yes,Yes,Yes,No,Sometimes,CC
12625,21,Female,Private,0%,No,No,Private,0,No,Yes,Yes,Yes,Always,FF
12626,23,Female,State,25%,Yes,No,Private,7,Yes,No,No,Yes,Never,DC
12627,19,Female,State,50%,No,No,Private,12,Yes,Yes,No,No,Always,CC
12628,23,Male,State,50%,Yes,Yes,Bus,5,No,Yes,No,No,Sometimes,DC
12629,19,Male,State,75%,Yes,Yes,Private,9,Yes,No,Yes,Yes,Always,DC
12630,24,Female,State,25%,No,Yes,Bus,6,Yes,Yes,Yes,Yes,Sometimes,CC
12631,20,Female,Other,25%,No,Yes,Bus,5,Yes,Yes,No,No,Sometimes,FF
12632,24,Female,Private,100%,Yes,No,Bus,12,Yes,Yes,Yes,Yes,Always,BB
12633,18,Male,State,100%,No,No,Bike,4,Yes,No,Yes,Yes,Always,FF
12634,21,Male,State,0%,No,No,Bus,9,Yes,Yes,No,Yes,Sometimes,DC
12635,19,Female,Private,75%,Yes,Yes,Bike,9,Yes,Yes,No,No,Sometimes,CC
12636,23,Male,Private,0%,Yes,Yes,Bus,5,Yes,No,Yes,Yes,Sometimes,DC
12637,20,Female,Private,0%,Yes,Yes,Bike,9,No,Yes,Yes,No,Always,DC
12638,19,Male,State,25%,Yes,No,Bike,4,Yes,Yes,Yes,Yes,Always,DC
12639,23,Female,State,25%,No,Yes,Bike,10,No,Yes,Yes,No,Sometimes,CC
12640,21,Female,State,75%,No,No,Bus,3,Yes,No,Yes,No,Sometimes,FF
12641,24,Female,Private,50%,No,Yes,Private,7,Yes,No,Yes,Yes,Always,CC
12642,21,Male,State,100%,Yes,No,Bike,7,Yes,Yes,No,Yes,Always,CC
12643,22,Female,Other,50%,No,No,Bus,12,Yes,Yes,Yes,No,Sometimes,BB
12644,18,Female,Private,25%,No,No,Bus,9,No,Yes,Yes,Yes,Sometimes,CC
12645,22,Male,State,50%,No,Yes,Private,12,Yes,Yes,No,Yes,Always,CC
12646,20,Female,State,100%,No,Yes,Bus,10,No,Yes,Yes,Yes,Always,BB
12647,19,Female,State,50%,No,Yes,Private,10,Yes,Yes,No,No,Sometimes,CC
12648,20,Female,State,75%,Yes,No,Bus,7,No,No,No,Yes,Sometimes,FF
12649,24,Female,State,100%,No,Yes,Bus,12,Yes,Yes,Yes,Yes,Always,CC
12650,23,Male,Private,0%,No,Yes,Bus,7,Yes,No,No,No,Always,FF
12651,21,Male,State,50%,Yes,No,Bus,1,Yes,Yes,Yes,No,Always,DC
12652,22,Male,Private,75%,Yes,No,Bus,7,Yes,Yes,No,Yes,Never,FF
12653,25,Female,Private,100%,Yes,No,Private,10,Yes,Yes,Yes,Yes,Always,CC
12654,22,Female,Private,25%,No,No,Bus,2,Yes,No,Yes,No,Always,DC
12655,24,Female,State,50%,Yes,No,Private,4,Yes,No,Yes,No,Sometimes,FF
12656,22,Male,State,50%,Yes,No,Private,3,No,Yes,Yes,Yes,Sometimes,CC
12657,24,Male,Private,25%,No,No,Bus,11,No,Yes,Yes,Yes,Never,CC
12658,25,Female,Private,50%,No,Yes,Bus,15,Yes,No,No,Yes,Always,BB
12659,20,Male,Other,25%,Yes,No,Bus,7,Yes,No,Yes,No,Always,CC
12660,21,Male,State,25%,No,No,Bus,10,Yes,No,Yes,No,Always,DC
12661,19,Female,State,25%,No,Yes,Bus,10,No,Yes,No,Yes,Always,CC
12662,23,Male,State,50%,No,No,Bus,14,Yes,No,Yes,Yes,Always,BB
12663,19,Male,State,25%,No,Yes,Bike,5,Yes,Yes,No,Yes,Never,FF
12664,20,Male,Private,50%,No,Yes,Bus,7,Yes,Yes,Yes,No,Sometimes,CC
12665,23,Male,Other,25%,No,No,Bus,7,Yes,Yes,Yes,No,Sometimes,CC
12666,22,Female,Private,0%,Yes,No,Bike,8,Yes,Yes,No,Yes,Sometimes,CC
12667,25,Male,State,0%,No,No,Private,18,Yes,Yes,Yes,Yes,Always,BA
12668,25,Male,Private,0%,No,Yes,Private,8,Yes,Yes,Yes,No,Sometimes,CC
12669,18,Male,State,50%,No,No,Private,5,Yes,Yes,Yes,Yes,Always,CC
12670,20,Female,State,75%,No,Yes,Bus,3,Yes,No,No,Yes,Always,FF
12671,20,Male,State,0%,No,Yes,Private,13,Yes,No,Yes,No,Always,BB
12672,21,Female,Private,0%,Yes,Yes,Bike,5,Yes,Yes,Yes,Yes,Always,CC
12673,19,Male,State,50%,Yes,Yes,Bus,11,Yes,Yes,No,No,Sometimes,BB
12674,20,Male,Private,25%,Yes,Yes,Bus,5,Yes,Yes,No,No,Sometimes,DC
12675,20,Male,Private,100%,No,No,Bus,3,Yes,Yes,No,No,Always,CC
12676,22,Female,Private,50%,Yes,No,Bus,10,Yes,Yes,Yes,Yes,Sometimes,BB
12677,22,Female,State,25%,No,No,Bus,5,Yes,Yes,Yes,Yes,Never,DC
12678,23,Male,State,25%,Yes,No,Private,10,No,Yes,Yes,Yes,Always,CC
12679,24,Female,State,50%,No,Yes,Bus,10,Yes,No,Yes,Yes,Always,BB
12680,24,Female,State,0%,Yes,No,Bus,10,Yes,No,Yes,No,Sometimes,DC
12681,18,Male,State,0%,No,No,Bus,7,Yes,No,Yes,Yes,Never,DC
12682,24,Female,State,0%,No,Yes,Private,11,Yes,Yes,No,No,Sometimes,CC
12683,21,Male,Private,75%,No,No,Bus,4,No,No,Yes,Yes,Always,FF
12684,18,Female,Private,50%,No,Yes,Bus,0,No,Yes,Yes,Yes,Always,FF
12685,23,Female,State,0%,No,Yes,Private,11,Yes,Yes,Yes,Yes,Never,CC
12686,22,Female,State,50%,Yes,No,Bus,9,Yes,No,Yes,No,Always,CC
12687,24,Female,State,25%,Yes,No,Bus,6,No,No,Yes,No,Always,CC
12688,19,Male,State,50%,Yes,No,Bus,2,No,Yes,Yes,Yes,Always,DC
12689,22,Female,Private,25%,No,Yes,Private,0,Yes,Yes,Yes,No,Sometimes,FF
12690,25,Male,Private,50%,Yes,No,Private,8,Yes,No,Yes,Yes,Sometimes,CC
12691,21,Male,State,100%,Yes,No,Bus,15,No,No,No,Yes,Always,BB
12692,22,Female,Private,0%,No,No,Bus,7,No,Yes,No,Yes,Always,DC
12693,21,Female,Private,25%,No,Yes,Private,7,Yes,Yes,Yes,Yes,Always,CC
12694,21,Female,State,25%,No,Yes,Private,8,Yes,Yes,No,No,Always,DC
12695,21,Male,Private,25%,No,No,Private,17,Yes,Yes,Yes,Yes,Sometimes,BA
12696,23,Female,Other,25%,No,Yes,Private,11,Yes,Yes,Yes,No,Always,CC
12697,21,Female,State,75%,No,Yes,Bus,4,Yes,Yes,Yes,Yes,Always,CC
12698,21,Male,State,100%,Yes,Yes,Private,8,Yes,No,No,No,Sometimes,DC
12699,25,Male,Private,25%,No,No,Private,9,No,No,Yes,Yes,Always,CC
12700,19,Male,Private,50%,No,No,Private,4,Yes,Yes,Yes,Yes,Sometimes,FF
12701,18,Male,State,50%,Yes,Yes,Bike,11,Yes,Yes,Yes,No,Sometimes,CC
12702,20,Female,Private,50%,No,Yes,Bus,5,No,Yes,Yes,Yes,Always,DC
12703,25,Female,Private,25%,No,No,Bike,2,Yes,Yes,Yes,No,Always,FF
12704,18,Female,Private,0%,Yes,Yes,Private,8,No,Yes,Yes,Yes,Always,CC
12705,21,Female,Private,50%,No,No,Private,8,No,Yes,No,No,Always,DC
12706,19,Male,Private,25%,Yes,Yes,Bus,8,Yes,No,Yes,Yes,Sometimes,CC
12707,22,Female,State,75%,No,Yes,Private,5,Yes,No,Yes,No,Sometimes,DC
12708,19,Male,Private,75%,No,Yes,Private,5,No,No,Yes,Yes,Always,FF
12709,25,Female,Private,0%,No,No,Bus,13,Yes,Yes,No,No,Sometimes,BB
12710,21,Male,State,0%,Yes,No,Private,10,Yes,No,Yes,Yes,Always,CC
12711,19,Female,Other,100%,Yes,Yes,Private,4,No,Yes,Yes,Yes,Always,DC
12712,24,Male,Private,50%,Yes,Yes,Bus,0,Yes,Yes,No,Yes,Always,FF
12713,19,Male,Private,75%,Yes,Yes,Bus,4,Yes,Yes,No,No,Sometimes,DC
12714,21,Female,State,0%,No,No,Bus,9,Yes,No,No,No,Always,CC
12715,23,Male,Other,50%,No,Yes,Bus,5,Yes,Yes,Yes,Yes,Always,CC
12716,24,Female,State,50%,No,Yes,Bus,5,Yes,Yes,Yes,No,Sometimes,CC
12717,19,Male,State,75%,No,No,Bus,6,Yes,Yes,No,Yes,Always,CC
12718,20,Female,Private,0%,No,No,Bus,8,Yes,Yes,No,No,Sometimes,DC
12719,20,Male,State,25%,No,Yes,Bus,11,Yes,Yes,No,Yes,Always,CC
12720,19,Male,Private,25%,No,Yes,Bus,8,No,Yes,Yes,Yes,Always,CC
12721,23,Male,State,75%,Yes,No,Private,8,Yes,No,Yes,Yes,Always,DC
12722,22,Male,State,100%,No,No,Bus,7,Yes,No,No,No,Sometimes,DC
12723,21,Male,Other,100%,No,Yes,Private,6,Yes,No,Yes,Yes,Always,DC
12724,20,Male,Private,100%,No,No,Bus,12,No,Yes,Yes,Yes,Always,CC
12725,22,Male,Private,0%,No,No,Bus,11,Yes,Yes,No,No,Always,BB
12726,19,Male,State,0%,No,No,Bus,16,Yes,Yes,Yes,Yes,Sometimes,BA
12727,25,Female,State,0%,Yes,Yes,Private,10,No,No,Yes,Yes,Sometimes,DC
12728,22,Female,State,25%,Yes,No,Private,6,No,Yes,Yes,No,Sometimes,DC
12729,24,Male,Private,75%,No,No,Private,4,Yes,Yes,No,No,Sometimes,FF
12730,18,Female,Private,75%,No,Yes,Bus,12,No,Yes,No,No,Always,DC
12731,20,Female,State,0%,No,No,Private,5,No,Yes,Yes,Yes,Never,DC
12732,19,Male,Private,50%,No,Yes,Bus,11,No,Yes,No,Yes,Always,FF
12733,25,Female,State,100%,No,Yes,Private,5,Yes,No,Yes,No,Always,DC
12734,21,Male,State,50%,No,Yes,Bus,9,Yes,Yes,No,Yes,Sometimes,CC
12735,25,Female,State,0%,Yes,No,Bus,4,Yes,Yes,Yes,Yes,Sometimes,DC
12736,23,Male,State,50%,Yes,No,Bus,11,Yes,Yes,Yes,Yes,Never,DC
12737,24,Female,State,25%,Yes,No,Private,3,Yes,Yes,Yes,No,Always,DC
12738,19,Female,Private,50%,No,No,Bus,9,Yes,Yes,Yes,Yes,Always,CC
12739,21,Male,State,25%,No,Yes,Bus,7,Yes,No,Yes,No,Always,CC
12740,23,Male,Private,0%,Yes,Yes,Bus,8,Yes,Yes,Yes,Yes,Always,CC
12741,23,Female,State,100%,Yes,No,Bike,6,Yes,Yes,No,No,Sometimes,FF
12742,19,Male,Private,50%,No,No,Bus,6,Yes,Yes,Yes,Yes,Always,DC
12743,24,Female,State,50%,No,Yes,Private,9,Yes,Yes,Yes,Yes,Always,CC
12744,22,Female,Private,100%,No,Yes,Bike,4,Yes,No,No,No,Never,FF
12745,22,Female,Private,0%,No,Yes,Bike,4,No,No,Yes,No,Always,FF
12746,23,Female,Other,0%,Yes,Yes,Private,7,No,No,No,Yes,Always,FF
12747,22,Female,Private,75%,No,Yes,Private,6,Yes,Yes,No,Yes,Sometimes,FF
12748,18,Female,State,25%,Yes,No,Bus,4,Yes,Yes,Yes,No,Always,DC
12749,23,Male,Other,75%,No,Yes,Bus,12,Yes,No,Yes,Yes,Always,CC
12750,23,Male,Private,25%,No,Yes,Private,7,Yes,Yes,Yes,No,Always,CC
12751,21,Male,State,0%,No,No,Bus,7,Yes,No,No,No,Always,CC
12752,22,Female,Private,50%,No,No,Bus,3,Yes,No,Yes,No,Never,DC
12753,24,Female,Private,0%,No,Yes,Private,16,Yes,Yes,Yes,Yes,Sometimes,BA
12754,23,Male,State,75%,No,No,Bus,18,Yes,Yes,No,Yes,Never,BA
12755,25,Female,Other,50%,No,Yes,Private,5,Yes,Yes,Yes,Yes,Always,CC
12756,24,Male,Private,100%,No,No,Private,13,No,Yes,Yes,Yes,Always,BB
12757,18,Male,State,75%,Yes,No,Bus,8,No,Yes,No,Yes,Always,DC
12758,21,Female,State,0%,No,No,Bus,14,Yes,Yes,No,Yes,Always,BB
12759,19,Male,State,75%,No,Yes,Bus,9,No,Yes,Yes,Yes,Sometimes,DC
12760,24,Female,Private,50%,No,No,Bike,8,No,Yes,Yes,Yes,Never,DC
12761,23,Male,State,50%,No,No,Bus,0,No,Yes,Yes,Yes,Always,FF
12762,18,Female,State,75%,No,Yes,Bus,4,No,No,Yes,No,Always,FF
12763,20,Female,State,50%,No,Yes,Private,8,No,No,Yes,No,Always,DC
12764,18,Male,Other,50%,No,No,Bus,9,Yes,Yes,No,No,Always,CC
12765,18,Female,State,50%,Yes,No,Bus,3,Yes,No,No,Yes,Always,FF
12766,21,Female,Private,25%,Yes,Yes,Bus,5,No,Yes,Yes,No,Always,DC
12767,19,Male,State,0%,No,No,Bus,10,Yes,Yes,Yes,Yes,Sometimes,BB
12768,20,Male,Private,50%,No,Yes,Bus,2,No,No,Yes,No,Sometimes,FF
12769,22,Female,Private,25%,No,Yes,Private,9,No,Yes,Yes,Yes,Always,CC
12770,22,Male,State,0%,No,No,Bus,13,Yes,Yes,Yes,No,Always,BA
12771,24,Male,Private,0%,No,Yes,Bus,10,Yes,Yes,Yes,Yes,Always,CC
12772,18,Male,State,50%,No,Yes,Bus,9,Yes,No,Yes,Yes,Sometimes,DC
12773,25,Male,Other,25%,No,Yes,Bus,0,Yes,Yes,No,Yes,Always,FF
12774,21,Female,Private,75%,No,No,Bike,5,Yes,No,Yes,Yes,Always,DC
12775,25,Male,Other,25%,No,Yes,Bus,16,Yes,Yes,Yes,Yes,Sometimes,BA
12776,21,Male,State,50%,Yes,No,Bike,6,Yes,No,Yes,No,Sometimes,DC
12777,22,Male,State,25%,Yes,Yes,Bus,13,Yes,Yes,Yes,No,Always,BB
12778,24,Male,State,50%,No,No,Private,6,Yes,Yes,Yes,Yes,Sometimes,CC
12779,24,Female,Private,25%,No,Yes,Bus,7,No,Yes,Yes,No,Always,DC
12780,24,Male,State,100%,Yes,No,Bus,10,No,Yes,Yes,Yes,Sometimes,CC
12781,20,Female,State,100%,Yes,No,Bus,8,Yes,Yes,Yes,Yes,Sometimes,DC
12782,19,Male,Private,75%,No,Yes,Private,10,Yes,Yes,Yes,No,Always,CC
12783,20,Male,Other,100%,No,Yes,Bus,5,No,Yes,Yes,No,Always,FF
12784,23,Female,State,25%,Yes,Yes,Bus,3,Yes,No,No,No,Sometimes,FF
12785,23,Male,Private,50%,Yes,Yes,Private,4,Yes,No,No,Yes,Always,DC
12786,25,Female,Private,50%,No,Yes,Bus,6,Yes,No,Yes,No,Sometimes,CC
12787,19,Female,State,50%,No,No,Bus,7,Yes,No,Yes,No,Always,CC
12788,22,Male,Private,75%,Yes,No,Private,12,Yes,Yes,Yes,Yes,Sometimes,BB
12789,19,Male,State,50%,No,Yes,Bus,8,Yes,Yes,No,No,Always,CC
12790,21,Female,Private,100%,No,Yes,Private,10,Yes,No,Yes,Yes,Always,CC
12791,23,Male,State,25%,No,Yes,Bus,9,Yes,No,Yes,Yes,Sometimes,CC
12792,18,Male,Private,75%,No,Yes,Bus,4,Yes,Yes,Yes,No,Always,DC
12793,18,Male,Private,50%,No,No,Bus,8,Yes,Yes,Yes,Yes,Sometimes,DC
12794,22,Male,State,50%,No,No,Bike,9,Yes,Yes,Yes,Yes,Always,CC
12795,21,Female,State,25%,No,Yes,Private,11,Yes,Yes,Yes,Yes,Always,BB
12796,25,Male,Other,75%,Yes,Yes,Bike,4,No,Yes,Yes,Yes,Sometimes,FF
12797,20,Male,State,100%,No,No,Bus,0,Yes,No,Yes,Yes,Sometimes,FF
12798,21,Female,Private,25%,No,Yes,Private,9,Yes,Yes,Yes,Yes,Sometimes,CC
12799,18,Male,Private,50%,No,Yes,Bus,9,Yes,Yes,Yes,Yes,Sometimes,FF
12800,18,Male,State,25%,Yes,No,Bus,7,No,Yes,Yes,Yes,Sometimes,CC
12801,25,Female,Other,100%,No,No,Private,8,No,No,Yes,Yes,Sometimes,CC
12802,23,Male,State,50%,Yes,Yes,Bus,12,Yes,Yes,Yes,No,Sometimes,CC
12803,21,Female,Private,25%,No,No,Bus,6,Yes,Yes,Yes,No,Always,DC
12804,21,Female,Other,25%,Yes,Yes,Bus,7,Yes,Yes,No,No,Sometimes,CC
12805,18,Male,Private,50%,No,No,Private,8,Yes,Yes,Yes,Yes,Sometimes,DC
12806,20,Female,State,0%,No,Yes,Bus,3,No,Yes,No,Yes,Sometimes,FF
12807,22,Male,Other,50%,No,No,Bus,7,Yes,No,No,No,Always,FF
12808,24,Male,Private,100%,Yes,No,Bike,8,Yes,Yes,Yes,Yes,Always,BB
12809,22,Female,Other,75%,No,Yes,Bus,15,Yes,Yes,No,No,Sometimes,BB
12810,21,Female,Private,0%,No,No,Bus,7,Yes,Yes,Yes,Yes,Always,CC
12811,22,Male,Other,100%,No,No,Private,9,Yes,Yes,Yes,Yes,Always,DC
12812,18,Female,Private,50%,Yes,Yes,Private,12,Yes,No,No,Yes,Always,CC
12813,18,Female,Other,0%,Yes,No,Bus,5,Yes,Yes,Yes,Yes,Always,CC
12814,25,Female,Private,0%,No,No,Private,14,Yes,Yes,Yes,Yes,Never,CC
12815,21,Female,State,0%,No,No,Bus,15,Yes,No,Yes,Yes,Always,BB
12816,25,Male,State,75%,Yes,Yes,Bus,8,Yes,No,No,No,Always,DC
12817,21,Male,State,0%,No,Yes,Bus,6,Yes,No,Yes,No,Always,DC
12818,24,Female,Private,25%,No,Yes,Bus,15,Yes,Yes,Yes,No,Never,BA
12819,24,Male,State,75%,Yes,Yes,Bus,11,No,No,Yes,No,Sometimes,CC
12820,23,Female,Private,50%,No,No,Bike,8,Yes,Yes,No,No,Always,CC
12821,21,Male,State,75%,No,Yes,Private,14,Yes,Yes,Yes,Yes,Always,BA
12822,20,Male,Private,50%,No,Yes,Bike,13,No,No,Yes,No,Always,CC
12823,22,Male,Other,0%,No,Yes,Private,7,No,Yes,Yes,Yes,Sometimes,DC
12824,21,Female,Private,75%,No,Yes,Bus,9,No,Yes,Yes,No,Always,CC
12825,19,Male,Private,25%,Yes,No,Bus,10,Yes,No,Yes,Yes,Always,CC
12826,23,Female,Private,50%,Yes,No,Bike,8,Yes,Yes,Yes,No,Always,CC
12827,19,Male,State,50%,Yes,Yes,Private,2,Yes,Yes,Yes,Yes,Always,CC
12828,18,Male,Private,0%,No,Yes,Bike,4,Yes,Yes,No,Yes,Always,DC
12829,24,Male,State,100%,No,Yes,Bus,3,Yes,Yes,Yes,No,Never,FF
12830,22,Female,State,50%,No,Yes,Bus,10,No,Yes,Yes,No,Sometimes,CC
12831,21,Male,State,0%,Yes,Yes,Bus,3,Yes,No,Yes,No,Always,FF
12832,19,Male,State,100%,No,No,Bus,9,Yes,No,No,No,Always,CC
12833,22,Male,Private,50%,No,Yes,Bus,15,Yes,Yes,Yes,No,Sometimes,BA
12834,18,Male,State,50%,No,No,Bus,14,Yes,Yes,Yes,Yes,Always,BA
12835,24,Female,Private,50%,No,Yes,Private,1,No,Yes,Yes,Yes,Always,FF
12836,20,Female,State,75%,No,Yes,Bus,3,Yes,Yes,No,Yes,Always,FF
12837,23,Male,Private,0%,No,No,Bus,5,Yes,Yes,Yes,Yes,Sometimes,DC
12838,22,Female,State,25%,Yes,No,Private,3,Yes,Yes,No,Yes,Sometimes,FF
12839,22,Female,Private,50%,No,No,Bus,1,No,No,Yes,Yes,Always,FF
12840,20,Male,State,0%,No,No,Bus,8,No,No,No,Yes,Always,FF
12841,22,Female,Private,50%,No,Yes,Bus,11,Yes,Yes,Yes,Yes,Always,BB
12842,18,Female,State,25%,Yes,No,Private,12,Yes,Yes,Yes,No,Always,BB
12843,18,Male,Private,25%,No,Yes,Bus,6,Yes,Yes,Yes,Yes,Always,CC
12844,20,Male,State,0%,Yes,No,Bike,7,No,Yes,Yes,Yes,Never,DC
12845,23,Female,Other,50%,No,Yes,Bus,9,Yes,No,Yes,Yes,Always,CC
12846,21,Female,State,75%,No,Yes,Bus,8,Yes,Yes,No,Yes,Always,CC
12847,19,Male,State,25%,No,No,Bus,11,Yes,Yes,No,No,Sometimes,DC
12848,21,Male,Other,50%,Yes,Yes,Bus,10,No,Yes,Yes,No,Sometimes,DC
12849,22,Male,State,25%,No,Yes,Bus,6,No,No,Yes,Yes,Always,CC
12850,19,Female,State,50%,No,Yes,Private,1,Yes,Yes,No,Yes,Never,FF
12851,25,Female,State,0%,Yes,No,Bus,14,Yes,Yes,Yes,Yes,Always,BA
12852,20,Female,State,50%,No,No,Private,5,Yes,No,No,No,Sometimes,FF
12853,20,Male,Private,50%,Yes,No,Private,9,Yes,Yes,No,No,Always,CC
12854,23,Female,State,100%,No,No,Private,0,Yes,No,Yes,Yes,Always,DC
12855,19,Female,State,25%,No,No,Bus,8,No,Yes,Yes,No,Always,CC
12856,18,Male,Private,75%,No,Yes,Bike,8,No,Yes,Yes,Yes,Always,DC
12857,19,Male,State,50%,No,Yes,Bus,9,No,No,No,No,Always,FF
